keys,en,it,es,pt_BR,fr,nl,ar,ru,de,zh
RED_STEEL_DESC,"Steel that shines bright red, made from solidified magma.
Excellent for making armor and weapons.","Acciaio che brilla di rosso chiaro, formato da magma solidificato.
Ottimo per creare armi ed armature.","Acero que brilla un rojo llamativo, hecho de magma solidificado.
Excelente para crear armaduras y armas.","Aço vermelho brilhante, feito de magma solidificado.
Excelente para a fabricação de armas e armaduras.","De l'acier brillant d'un rouge vif, fait de magma solidifié. 
Excellent pour faire des armures et des armes.","Staal dat helder rood shijnt, gemaakt uit vervast magma.
Geweldig voor het maken van uitrusting en wapens.",,"Сталь, отливающая ярко-красным, образовалась из застывшей магмы.
Отлично подходит для изготовления доспехов и оружия.",,"由凝固的岩浆制成的闪烁红色光芒的钢材。
是打造武器与装甲的优秀材料。"
ORICHALCUM,Orichalcum,Oricalco,Oricalco,Oricalco,Orichalque,Orichalcum,,Орихалк,,奥利哈康石
ORICHALCUM_DESC,"Some people claim that this is the ultimate material, created on a continent that doesn't exist.","Alcuni dicono che questo sia il materiale per eccellenza, creato su un continente che non esiste.","Algunas personas afirman que éste es el material definitivo, creado en un continente que no existe.","Algumas pessoas afirmam que este é o material supremo, criado em um continente que não existe.","Certains disent que c'est le materiau ultime, créé sur un continent qui n'existe pas.","Sommige mensen claimen dat dit het ultieme materiaal is, gecreërd op een continent dat niet bestaat.",,"С древности говорят, что это идеальный материал, созданный на несуществующем континенте.",,有人声称它是终极材料，诞生于一个普遍认知中并不存在的大陆。
CARBON_STEEL,Carbon Steel,Acciaio al carbonio,Acero carbono,Aço Carbono,Acier Carboné,Koolstof Staal,,Углеродистая Сталь,Carbon Stahl,高碳钢
CARBON_STEEL_DESC,"A kind of steel that's even tougher.
It is deemed precious, as it makes strong gear.","Un tipo di acciaio ancora più duro.
Ritenuto prezioso poiché utile per creare equipaggiamento forte.","Un tipo de acero que es aún más resistente.
Es considerado precioso, ya que permite crear equipamiento fuerte.","Um tipo de aço ainda mais resistente.
É considerado precioso, pois produz equipamentos resistentes.","Un type d'acier à la résistance accrue. 
Il est considéré comme precieux car il en est créé de l'équipement solide.","Een soort staal dat nog harder is.
Het wordt als een kostbaar materiaal gezien, omdat het sterke uitrusting maakt.",,"Ещё более прочная разновидность стали.
Считается драгоценной, так как из неё получаются особенно прочные изделия.",,"一种极其坚固的钢材。
它能用来打造强力装备，而且它本身也很珍贵。"
ADAMANTINE,Adamantine,Adamantino,Adamantina,Adamantina,Adamantine,Adamantiet,,Адамантит,Adamantium,金刚砂
ADAMANTINE_DESC,"The hardest material to be found.
Makes extremely strong dual-handed weapons.","Il materiale più duro che si possa trovare nel mondo.
Usato per creare armi a due mani dalla potenza devastante.","El material más duro de todos.
Fabrica armas de dos manos fuertísimas.","O material mais duro que se pode encontrar.
Faz armas de duas mãos extremamente fortes.","Le métal le plus solide qui soit. 
Permet de faire des armes doubles extrêmement fortes.","Het hardste materiaal dat kan gevonden worden.
Maakt extreem sterke tweehandige wapens.",,"Прочнейший материал, который только можно найти.
Из него получается чрезвычайно прочное двуручное оружие.",,"目前所知最坚硬的材料。
用来打造高强度的双手武器。"
DAMASCUS_STEEL,Damascus Steel,Acciaio damasco,Acero de damasco,Aço Damasco,Acier de Damas,Damascus Staal,,Дамасская Сталь,Damaskus Stahl,大马士革钢
DAMASCUS_STEEL_DESC,"Created via a masterful combination of iron and high-carbon steel.
Extremely hard and resistant, but requires thorough care and is easy to rust.","Creato con una miscela straordinaria di ferro e acciaio con alto tenore di carbonio.
Resistente e duro, ma richiede molta cura poiché si arrugginisce facilmente.","Creado mediante la combinación magistral de hierro y acero de alto carbono.
Extremadamente duro y resistente, pero requiere cuidado minucioso y se oxida con facilidad.","Criado através de uma extraordinária combinação de ferro e aço de alto carbono.
Reconhecido por sua dureza e resistência, exige manutenção cuidadosa, pois enferruja com facilidade.",,"Gecreëert door middel van meesterlijk ijzer en koolstofstaal te combineren.
Extreem hard en resistent, maar vereist grondige zorg en is snel verroest.",,"Создана путём икусного сочетания железа и высокоуглеродистой стали.
Чрезвычайно прочна, но требует тщательного ухода, легко ржавеет.",,"由铁和高碳钢巧妙结合而成。
极其坚硬耐用，但需要精心保养，而且容易生锈。"
WINDSTONE,Windstone,Pietra del vento,Piedra de viento,Pedra do Vento,Pierre de Vent,Windsteen,,Ветряной Камень,,风之石
WINDSTONE_DESC,"A bright green, fresh material.
If you listen closely, you can hear the sound of the wind.","Un materiale fresco di color verde chiaro.
Se la avvicini all'orecchio, puoi sentire il suono del vento.","Un material verde brillante y fresco.
Si escuchas con atención, puedes oír el sonido del viento.","Um material verde-brilhante agradável ao toque.
Se você prestar atenção, poderá escutar o sussurro do vento.","Un matériau froid et vert vif. 
On peut entendre le son du vent en ld rapprochant de son oreille.","Een helder groen, fris materiaal.
Als je goed luistert, kun je het geluid van de wind horen.",,"Ярко-зелёный, отдающий свежестью материал.
Приложив к уху, можно услышать шум ветра.",,"一种特殊的材料，闪耀着鲜亮的绿色，清新怡人。
如果你仔细聆听，就能听到风的声音。"
SEA_TEAR,Sea Tear,Lacrima del mare,Lágrima del mar,Lágrima do Mar,Larme de Mer,Zee Traan,,Морская Слеза,Träne des Ozeans *,海之泪
SEA_TEAR_DESC,"A mineral with the shape of a tear which shines bright blue.
Can be used to make special equipment.","Un minerale a forma di lacrima, che brilla di azzurro.
Può essere usato per creare equipaggiamento speciale.","Un mineral con forma de lágrima que brilla un azul llamativo.
Puede usarse para crear equipamiento especial.","Um mineral em forma de lágrima que brilha em azul intenso.
Pode ser usado para fabricar equipamentos especiais.","Un mineral en forme de larme, brillant d'un bleu vif. 
Peut être utilisé pour créer de l'équipement spécial.","Een mineraal met de vorm van een traan die helder blauw schijnt.
Kan gebruikt worden om speciale uitrusting te maken.",,"Минерал в форме слезы, сияющий морским цветом.
Из него можно изготовить особое снаряжение.",,"一种少见的泪滴状矿物，散发着明亮的蓝色光芒。
可用于制造特殊装备。"
CANNOT_CHANGE_WEAPON_MESSAGE,Cannot change weapon while attacking.,Non si può cambiare arma mentre si attacca.,No se puede cambiar de arma mientras atacas.,Não é possível trocar de arma durante um ataque.,Impossible de changer d'arme en pleine attaque.,Wapen kan niet veranderd worden tijdens aanval.,لا يمكن تغيير السلاح أثناء القتال,Нельзя сменить оружие во время атаки.,,在攻击动作中不可以中途更换武器。
UNEQUIP_LABEL,Unequip,Rimuovi,Desequipar,Desequipar,Retirer,Afdoen,,Снять,Ablegen,解除装备
SHORT_SWORD,Short Sword,Spada Corta,Espada corta,Espada Curta,Épée courte,Kort Zwaard,سيف قصير,Короткий Меч,Kurzschwert,短剑
SHORT_SWORD_DESC,"A cheap short sword, bad due its poor range.","Una spada corta economica, scadente a causa della sua scarsa gittata.","Una espada corta barata, es mala debido a su pobre alcance.","Uma espada pequena e barata, ruim devido ao seu curto alcance.",Une simple épée ayant iune portée terriblement courte.,"Een goedkoop zwaard, slecht vanwege laag bereik.",,"Дешёвый короткий меч, досягаемость взмаха оставляет желать лучшего.",,便宜的短剑，因为刀身较短导致性能很差。
BULLOVA,Bullova,Bullova,Bullova,Bullova,Bullova,Bullova,,Секира,,布洛瓦
BULLOVA_DESC,Axe with a heavy crescent-moon shaped blade.,Un'ascia la cui lama è a forma di luna crescente.,Un hacha con hoja pesada en forma de luna creciente.,Machado com lâmina pesada em formato de lua crescente.,Une hache arborant une lame lourde semblable à un croissant de lune.,Bijl met een zware halve maan-vormige lemmet.,,Топор с большим лезвием в форме полумесяца.,,刃身呈新月形状的重战斧。
CLAYMORE,Claymore,Claymore,Claymore,Claymore,Claymore,Claymore,,Клеймор,,克雷莫亚
CLAYMORE_DESC,"Weapon whose name means ""great sword"".
Quite difficult to wield as it is heavy.","Arma il cui nome significa ""grande spada"".
Abbastanza difficile da maneggiare data la sua pesantezza.","Arma cuyo nombre significa ""gran espada"".
Es difícil de empuñar como lo es pesada.","Uma arma cujo nome significa ""grande espada"".
É difícil de empunhar devido ao peso.","Le nom de cette arme signifie ""grande épée"".
Son poids le rend difficile à manier.","Wapen waarvan de naam ""groot zwaard"".
Moeilijk om te gebruiken vanwege zijn gewicht.",,"Оружие, название которого означает ""большой меч"".
Пользование усложняет его вес.",,"这把武器名字的含义是“重剑”。
因为刀身沉重挥舞起来比较难。"
ZWEIHANDER,Zweihander,Zweihander,Zweihänder,Zweihander,,Zweihander,,Цвайхандер,Zweihänder,德式双手剑
ZWEIHANDER_DESC,"A heavy and long blade that cuts a massive arc in the air.
Requires good skill to use.","Una lama lunga e pesante che smezza un grande arco in aria.
Serve una buona padronanza nel maneggiarla.","Una hoja pesada y larga que corta un enorme arco en el aire.
Exige una buena destreza para usar.","Uma lâmina pesada e longa que corta um arco enorme no ar.
Requer boa habilidade para ser usada.",,"Een zwaar en lang zwaard dat een enorme boog snijdt in de lucht.
Vereist goede vaardigheid om te gebruiken.",,"Массивный клинок, описывающий в воздухе широкую дугу.
Требует умелого владения.",,"一把沉重而修长的刀刃，能在空中划出一道巨大的弧线。
熟练使用它需要高超的技巧。"
MACE,Mace,Mazza,Maza,Maça,Massue,Strijdknots,,Палица,Keule,长棒
MACE_DESC,"A large club, useful against those resistant to slashes.","Un grande randello, utile contro nemici resistenti al taglio.","Un garrote grande, útil contra aquellos resistentes a cortaduras.","Um porrete grande, útil contra inimigos resistentes a cortes.","Une enorme massue, utile face aux ennemis résistant aux entailles.","Een grote knots, handig tegen zij die resistent zijn tegen snijden.",,"Крупная палица, полезная для борьбы с теми, кто устойчив к порезам.",,巨大的棒槌，通常对有切割耐性的敌人会产生特效。
